reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|741158	16570	0.15	0.82	5.44
kraken:taxid|74200	16794	0.01	0.10	0.39
kraken:taxid|743389	17721	0.01	0.20	0.15
kraken:taxid|743461	14558	25.44	590.07	1.19
kraken:taxid|74410	135790	0.02	0.61	0.41
kraken:taxid|7447	16101	0.01	0.24	0.16
kraken:taxid|74499	246860	0.00	0.17	0.11
kraken:taxid|74557	47382	0.00	0.09	0.28
kraken:taxid|74588	16790	0.02	0.32	0.55
kraken:taxid|746128	30696	6.92	25.04	25.68
kraken:taxid|74613	463869	0.00	0.01	0.01
kraken:taxid|74615	94268	0.00	0.02	0.03
kraken:taxid|7463	17694	0.00	0.12	0.15
kraken:taxid|74722	30745	0.03	0.47	0.90
kraken:taxid|747378	343007	0.00	0.02	0.02
kraken:taxid|748666	14943	0.01	0.13	0.17
kraken:taxid|74872	15413	0.00	0.05	0.25
kraken:taxid|74909	16708	0.50	9.78	0.26
kraken:taxid|74916	16489	0.00	0.04	0.16
kraken:taxid|749589	55973	0.19	1.34	5.37
kraken:taxid|749979	22003	0.47	12.16	0.18
kraken:taxid|7503	15483	0.00	0.05	0.21
kraken:taxid|75032	16561	0.24	5.04	0.23
kraken:taxid|75140	16931	0.01	0.21	0.18
kraken:taxid|752197	18470	0.00	0.09	0.34
kraken:taxid|753447	15361	0.00	0.04	0.17
kraken:taxid|753647	16528	0.00	0.05	0.22
kraken:taxid|753684	75204	0.00	0.07	0.08
kraken:taxid|754119	15281	0.00	0.08	0.17
kraken:taxid|75445	16078	0.00	0.04	0.17
kraken:taxid|75566	16563	0.00	0.04	0.16
kraken:taxid|756765	16630	0.00	0.05	0.22
kraken:taxid|756882	16854	0.00	0.04	0.17
kraken:taxid|757039	16426	0.01	0.14	0.14
kraken:taxid|75711	606136	0.00	0.01	0.01
kraken:taxid|7574	25790	0.01	0.32	0.10
kraken:taxid|757473	16564	0.00	0.09	0.18
kraken:taxid|75854	16608	0.00	0.05	0.21
kraken:taxid|758596	15829	0.00	0.04	0.20
kraken:taxid|75865	16604	0.00	0.04	0.20
kraken:taxid|759272	127206	0.12	3.21	2.49
kraken:taxid|75937	16567	0.00	0.04	0.18
kraken:taxid|75943	363328	0.00	0.02	0.02
kraken:taxid|75948	368269	0.00	0.05	0.02
kraken:taxid|75974	16973	0.36	5.15	2.80
kraken:taxid|76001	281432	0.00	0.09	0.11
kraken:taxid|76160	26543	0.00	0.03	0.11
kraken:taxid|761879	18380	0.01	0.27	0.26
kraken:taxid|761903	14999	0.00	0.06	0.32
kraken:taxid|76198	15262	0.00	0.04	0.18
kraken:taxid|76199	15340	0.00	0.08	0.16
kraken:taxid|76235	15166	0.00	0.04	0.18
kraken:taxid|76237	15278	0.00	0.04	0.17
kraken:taxid|762568	17937	0.00	0.09	0.18
kraken:taxid|76328	80705	0.01	0.21	0.37
kraken:taxid|763936	14901	0.01	0.35	0.18
kraken:taxid|764033	20440	0.02	0.46	0.13
kraken:taxid|764597	124412	0.03	0.55	0.37
kraken:taxid|765187	21336	0.00	0.04	0.16
kraken:taxid|765351	16257	0.00	0.04	0.17
kraken:taxid|7656	15696	0.02	0.41	0.17
kraken:taxid|765916	18340	0.00	0.04	0.16
kraken:taxid|7671	15717	0.00	0.04	0.17
kraken:taxid|76718	16496	1.74	38.67	0.25
kraken:taxid|767269	20076	0.04	0.98	0.15
kraken:taxid|767282	19279	0.00	0.04	0.15
kraken:taxid|76775	38720	16.03	11.65	87.71
kraken:taxid|76800	15954	0.01	0.18	0.44
kraken:taxid|76912	680603	2.66	381.37	0.00
kraken:taxid|77065	598970	0.02	2.28	0.01
kraken:taxid|77069	735196	0.00	0.01	0.00
kraken:taxid|77105	203051	0.02	1.06	0.23
kraken:taxid|771787	16328	0.35	7.44	0.24
kraken:taxid|77205	23956	0.02	0.18	1.41
kraken:taxid|7757	16201	0.00	0.04	0.18
kraken:taxid|7764	17168	0.00	0.08	0.17
kraken:taxid|77896	916319	0.00	0.31	0.06
kraken:taxid|77922	33240	0.07	1.00	0.84
kraken:taxid|77931	43442	0.01	0.13	0.29
kraken:taxid|78168	680480	0.00	0.12	0.13
kraken:taxid|78197	17508	0.01	0.09	0.37
kraken:taxid|78236	38471	0.00	0.03	0.08
kraken:taxid|7824	16723	0.00	0.04	0.19
kraken:taxid|78255	16553	0.00	0.04	0.19
kraken:taxid|7847	16704	0.01	0.23	0.22
kraken:taxid|78475	58132	10.43	397.17	0.26
kraken:taxid|78482	16372	0.00	0.08	0.16
kraken:taxid|78511	450227	0.00	0.05	0.06
kraken:taxid|78534	345604	0.00	0.07	0.11
kraken:taxid|78594	54092	0.16	3.31	1.55
kraken:taxid|7892	16572	0.01	0.14	0.33
kraken:taxid|79070	456448	0.00	0.01	0.02
kraken:taxid|79075	350377	0.00	0.12	0.06
kraken:taxid|79077	433649	0.00	0.03	0.06
kraken:taxid|79200	250368	0.01	0.22	0.19
kraken:taxid|79327	27133	0.06	1.28	0.22
kraken:taxid|795477	16582	0.01	0.13	0.19
kraken:taxid|79588	76488	0.00	0.03	0.09
kraken:taxid|79593	100507	0.01	0.30	0.16
kraken:taxid|796027	43869	0.00	0.05	0.07
kraken:taxid|79626	16930	0.05	0.63	0.64
kraken:taxid|79627	17059	0.01	0.26	0.40
kraken:taxid|79643	15972	0.00	0.04	0.16
kraken:taxid|79653	17655	0.09	1.63	0.32
kraken:taxid|797143	15673	0.01	0.22	0.20
kraken:taxid|797268	24246	0.01	0.13	0.47
kraken:taxid|79731	32498	0.00	0.06	0.10
kraken:taxid|79858	26918	0.06	0.41	2.87
kraken:taxid|8001	16476	0.00	0.04	0.19
kraken:taxid|8014	16620	0.00	0.04	0.18
kraken:taxid|8030	16665	0.00	0.06	0.41
kraken:taxid|80338	674158	0.16	22.76	0.17
kraken:taxid|80383	28743	0.06	0.76	1.41
kraken:taxid|8047	16538	0.00	0.04	0.16
kraken:taxid|80600	77109	0.00	0.11	0.12
kraken:taxid|80606	49480	0.04	1.14	0.33
kraken:taxid|80788	16767	0.00	0.04	0.17
kraken:taxid|80956	16801	0.00	0.04	0.19
kraken:taxid|80972	16649	0.00	0.04	0.19
kraken:taxid|81056	135686	0.01	0.31	0.17
kraken:taxid|81058	51878	0.01	0.08	0.61
kraken:taxid|81385	16481	0.00	0.04	0.18
kraken:taxid|81478	24313	0.01	0.11	0.98
kraken:taxid|81522	16838	0.04	0.87	0.45
kraken:taxid|81723	17301	0.00	0.04	0.14
kraken:taxid|8175	16652	0.00	0.08	0.17
kraken:taxid|81824	76568	0.00	0.10	0.13
kraken:taxid|8187	16535	0.00	0.12	0.16
kraken:taxid|81907	16698	0.02	0.32	0.40
kraken:taxid|81913	813731	0.00	0.05	0.03
kraken:taxid|81930	17344	0.06	0.88	0.85
kraken:taxid|8199	16849	0.00	0.12	0.17
kraken:taxid|8213	17299	0.00	0.04	0.17
kraken:taxid|8232	16506	0.06	1.47	0.36
kraken:taxid|82331	115143	0.01	0.33	0.02
kraken:taxid|82517	39466	0.35	3.10	2.43
kraken:taxid|82522	36304	0.32	2.86	1.92
kraken:taxid|8306	16358	0.00	0.05	0.21
kraken:taxid|83203	18783	0.00	0.07	0.14
kraken:taxid|83269	16045	0.02	0.38	0.17
kraken:taxid|83372	47038	0.03	1.08	0.42
kraken:taxid|83376	17012	0.01	0.17	0.18
kraken:taxid|83533	15803	0.01	0.17	0.18
kraken:taxid|83795	59026	0.24	8.58	0.13
kraken:taxid|84099	14935	0.00	0.05	0.24
kraken:taxid|84230	104239	0.00	0.13	0.04
kraken:taxid|84648	16521	0.00	0.05	0.21
kraken:taxid|84782	16768	0.00	0.04	0.18
kraken:taxid|84803	16775	0.00	0.04	0.16
kraken:taxid|84812	16768	0.00	0.05	0.26
kraken:taxid|84817	16765	0.00	0.05	0.26
kraken:taxid|84835	16774	0.00	0.08	0.18
kraken:taxid|84839	16780	0.00	0.09	0.21
kraken:taxid|84841	16777	0.00	0.04	0.17
kraken:taxid|84986	16684	0.19	4.78	0.16
kraken:taxid|84990	16666	0.00	0.04	0.16
kraken:taxid|85047	16310	0.01	0.21	0.17
kraken:taxid|85066	16917	0.10	2.17	0.21
kraken:taxid|85097	15574	0.03	0.37	0.56
kraken:taxid|85120	15974	0.40	1.25	13.46
kraken:taxid|85320	523870	0.00	0.03	0.08
kraken:taxid|85363	425319	0.00	0.10	0.01
kraken:taxid|85571	517914	0.00	0.11	0.06
kraken:taxid|85585	15680	0.00	0.05	0.23
kraken:taxid|85707	41889	0.12	1.94	0.83
kraken:taxid|85864	930306	0.00	0.02	0.02
kraken:taxid|85878	15216	0.05	1.20	0.28
kraken:taxid|860392	16687	0.04	0.84	0.35
kraken:taxid|862681	15265	0.00	0.04	0.18
kraken:taxid|86377	17652	0.00	0.04	0.15
kraken:taxid|865996	16607	0.00	0.05	0.20
kraken:taxid|86606	20448	0.04	1.03	0.13
kraken:taxid|866438	17842	0.01	0.13	0.19
kraken:taxid|866555	564431	0.00	0.08	0.02
kraken:taxid|86725	967100	0.00	0.01	0.01
kraken:taxid|867332	16555	0.01	0.22	0.20
kraken:taxid|86788	30678	0.11	1.81	2.43
kraken:taxid|867920	15047	0.01	0.21	0.17
kraken:taxid|86922	16645	0.00	0.10	0.24
kraken:taxid|869458	16864	0.28	4.75	0.93
kraken:taxid|869564	15816	0.00	0.04	0.18
kraken:taxid|86994	354155	0.00	0.06	0.12
kraken:taxid|869943	25004	0.00	0.07	0.22
kraken:taxid|871019	13757	0.01	0.21	0.39
kraken:taxid|871437	16058	0.04	0.99	0.33
kraken:taxid|871471	16031	0.00	0.04	0.16
kraken:taxid|871677	15502	0.05	1.00	0.21
kraken:taxid|871933	15642	0.00	0.05	0.22
kraken:taxid|8720	16269	0.00	0.04	0.16
kraken:taxid|872316	16803	0.00	0.04	0.18
kraken:taxid|873164	14907	0.00	0.04	0.19
kraken:taxid|87325	76761	5.15	193.06	0.31
kraken:taxid|87326	62533	0.00	0.08	0.04
kraken:taxid|875393	15224	0.00	0.08	0.17
kraken:taxid|875863	48463	0.32	4.48	1.06
kraken:taxid|875880	15375	0.00	0.05	0.22
kraken:taxid|87714	16714	0.00	0.04	0.16
kraken:taxid|878136	16169	0.00	0.08	0.18
kraken:taxid|878165	16002	0.00	0.08	0.16
kraken:taxid|878176	16544	0.00	0.04	0.16
kraken:taxid|8787	16756	0.00	0.05	0.20
kraken:taxid|8790	16711	0.02	0.50	0.20
kraken:taxid|8795	16749	0.23	5.08	0.40
kraken:taxid|8801	16595	0.01	0.13	0.17
kraken:taxid|88110	17963	0.00	0.04	0.16
kraken:taxid|88112	17018	0.01	0.13	0.35
kraken:taxid|88116	17973	0.00	0.08	0.17
kraken:taxid|88123	508005	0.05	6.72	0.02
kraken:taxid|8824	17020	0.16	4.02	0.34
kraken:taxid|882590	15350	0.01	0.17	0.25
kraken:taxid|88271	41858	0.11	1.68	1.50
kraken:taxid|882735	19109	0.00	0.04	0.14
kraken:taxid|882770	49024	0.04	0.56	1.32
kraken:taxid|882799	28227	0.01	0.20	0.45
kraken:taxid|88360	25661	0.59	14.71	0.26
kraken:taxid|885424	17184	0.05	0.82	0.53
kraken:taxid|8855	16610	0.03	0.26	1.55
kraken:taxid|88556	18414	0.32	5.95	0.33
kraken:taxid|886794	16705	0.03	0.69	0.19
kraken:taxid|8868	16748	0.00	0.08	0.16
kraken:taxid|8869	16739	0.01	0.13	0.41
kraken:taxid|886921	17152	0.00	0.04	0.19
kraken:taxid|887050	19212	0.02	0.29	0.34
kraken:taxid|88863	18622	0.00	0.04	0.15
kraken:taxid|888993	20484	0.04	1.10	0.13
kraken:taxid|889126	15358	0.00	0.09	0.21
kraken:taxid|8897	16896	0.01	0.18	0.47
kraken:taxid|8901	17829	0.05	1.05	0.23
kraken:taxid|89141	31285	0.06	1.20	1.14
kraken:taxid|8919	16791	0.00	0.04	0.20
kraken:taxid|8924	16808	0.00	0.10	0.24
kraken:taxid|89243	65156	0.03	0.54	0.64
kraken:taxid|8932	17229	0.00	0.04	0.16
kraken:taxid|89334	40293	0.00	0.05	0.05
kraken:taxid|89335	38392	0.00	0.04	0.15
kraken:taxid|89386	17288	0.00	0.09	0.19
kraken:taxid|89416	30170	0.03	0.66	0.75
kraken:taxid|89445	15569	0.00	0.04	0.19
kraken:taxid|8945	18170	0.01	0.11	0.46
kraken:taxid|8947	17091	0.01	0.11	0.50
kraken:taxid|8951	17077	0.02	0.26	0.77
kraken:taxid|8957	18266	0.07	1.76	0.18
kraken:taxid|89632	16466	0.01	0.17	0.18
kraken:taxid|8969	17719	0.31	5.78	0.33
kraken:taxid|8971	19055	0.01	0.17	0.18
kraken:taxid|89764	16240	0.02	0.39	0.46
kraken:taxid|89940	26821	0.24	0.97	9.69
kraken:taxid|89949	16996	0.02	0.51	0.15
kraken:taxid|8996	16785	0.01	0.25	0.18
kraken:taxid|90037	304467	0.00	0.06	0.07
kraken:taxid|9009	16701	0.01	0.16	0.64
kraken:taxid|900992	19984	0.03	0.66	0.24
kraken:taxid|9014	16702	0.01	0.13	0.18
kraken:taxid|90235	361579	0.00	0.06	0.05
kraken:taxid|90277	104460	0.00	0.16	0.08
kraken:taxid|9031	16784	0.07	0.76	0.94
kraken:taxid|9032	16841	0.00	0.04	0.18
kraken:taxid|9034	16783	0.00	0.04	0.18
kraken:taxid|9040	16709	0.13	3.08	0.19
kraken:taxid|904554	36813	0.01	0.37	0.08
kraken:taxid|9046	16680	0.35	6.61	0.28
kraken:taxid|9049	16686	0.00	0.04	0.18
kraken:taxid|9059	16702	0.01	0.25	0.37
kraken:taxid|9063	16688	0.00	0.04	0.19
kraken:taxid|90658	16990	0.11	1.91	0.51
kraken:taxid|906938	2064773	0.00	0.05	0.01
kraken:taxid|9071	16728	0.00	0.04	0.18
kraken:taxid|907738	51521	0.03	0.81	0.36
kraken:taxid|9078	16686	0.00	0.04	0.16
kraken:taxid|907947	61242	0.00	0.10	0.11
kraken:taxid|9081	16710	0.00	0.05	0.23
kraken:taxid|908213	19371	0.04	0.47	0.61
kraken:taxid|9083	16726	0.01	0.26	0.19
kraken:taxid|90914	14954	0.20	4.54	0.19
kraken:taxid|90936	44772	0.00	0.04	0.19
kraken:taxid|909595	15800	0.00	0.04	0.18
kraken:taxid|9096	16687	0.01	0.10	0.26
kraken:taxid|9103	16719	0.13	0.92	2.34
kraken:taxid|910423	105766	0.00	0.06	0.10
kraken:taxid|9111	16541	0.01	0.20	0.74
kraken:taxid|9117	16651	0.00	0.04	0.18
kraken:taxid|91186	29022	0.03	0.35	1.33
kraken:taxid|91197	32195	0.00	0.03	0.09
kraken:taxid|9121	17029	0.00	0.05	0.22
kraken:taxid|9123	17027	0.00	0.05	0.22
kraken:taxid|913117	15717	0.02	0.45	0.17
kraken:taxid|9132	16866	0.00	0.09	0.34
kraken:taxid|914238	68904	0.00	0.07	0.16
kraken:taxid|914280	15297	0.00	0.08	0.18
kraken:taxid|91518	478010	0.00	0.03	0.02
kraken:taxid|915434	17131	0.01	0.11	0.71
kraken:taxid|9157	16777	0.01	0.18	0.49
kraken:taxid|9160	16887	0.01	0.13	0.20
kraken:taxid|9163	17733	0.05	0.96	0.25
kraken:taxid|91705	20482	0.00	0.07	0.14
kraken:taxid|9172	16793	0.18	3.91	0.88
kraken:taxid|91752	83518	0.03	0.93	0.30
kraken:taxid|9182	16934	0.38	6.06	0.77
kraken:taxid|9188	16669	0.09	1.16	1.33
kraken:taxid|9209	18995	0.01	0.11	0.32
kraken:taxid|9233	17301	0.04	0.79	0.21
kraken:taxid|9234	17477	0.07	1.08	0.85
kraken:taxid|9238	17486	0.00	0.05	0.29
kraken:taxid|9240	16658	0.02	0.24	0.63
kraken:taxid|925459	16802	0.00	0.04	0.18
kraken:taxid|92546	15429	0.00	0.04	0.19
kraken:taxid|92598	16380	0.01	0.22	0.39
kraken:taxid|925981	15433	0.20	4.88	0.17
kraken:taxid|9261	16360	0.04	0.89	0.22
kraken:taxid|92629	68425	0.10	2.43	0.49
kraken:taxid|92683	17346	0.00	0.04	0.17
kraken:taxid|92692	15859	0.01	0.12	0.17
kraken:taxid|927622	17091	0.01	0.17	0.18
kraken:taxid|927783	402728	0.24	28.67	0.02
kraken:taxid|928997	16665	0.03	0.68	0.18
kraken:taxid|9293	17405	0.00	0.08	0.17
kraken:taxid|92950	35706	0.36	2.57	9.67
kraken:taxid|929990	15211	0.00	0.09	0.19
kraken:taxid|929994	15359	0.02	0.53	0.17
kraken:taxid|931006	28006	0.05	1.31	0.33
kraken:taxid|93129	13092	0.00	0.05	0.23
kraken:taxid|932028	17009	0.00	0.07	0.46
kraken:taxid|932731	65772	0.00	0.06	0.04
kraken:taxid|933226	16615	0.00	0.04	0.19
kraken:taxid|933333	59691	0.02	0.68	0.10
kraken:taxid|9355	16641	0.00	0.09	0.21
kraken:taxid|9361	17056	0.01	0.08	0.67
kraken:taxid|93610	16280	0.00	0.04	0.16
kraken:taxid|93612	264948	1.95	173.60	0.56
kraken:taxid|936147	20591	0.00	0.07	0.13
kraken:taxid|93759	1829341	0.04	6.84	0.20
kraken:taxid|9378	17240	0.01	0.12	0.17
kraken:taxid|93934	16697	0.00	0.08	0.18
kraken:taxid|93947	15359	0.00	0.04	0.14
kraken:taxid|93977	563202	0.00	0.11	0.18
kraken:taxid|9407	16706	0.01	0.13	0.19
kraken:taxid|941251	15866	0.00	0.04	0.18
kraken:taxid|941637	15933	0.02	0.40	0.40
kraken:taxid|94186	16589	0.00	0.04	0.19
kraken:taxid|942053	113820	0.00	0.05	0.02
kraken:taxid|94213	127898	0.02	0.37	0.80
kraken:taxid|94286	1249593	0.00	0.05	0.05
kraken:taxid|94400	14805	0.00	0.05	0.22
kraken:taxid|944168	28269	0.03	0.54	0.29
kraken:taxid|94443	105048	0.00	0.09	0.23
kraken:taxid|944597	18844	0.00	0.04	0.16
kraken:taxid|94623	16784	0.00	0.04	0.18
kraken:taxid|9477	16927	0.01	0.15	0.25
kraken:taxid|948313	63712	0.14	1.26	2.37
kraken:taxid|948355	15752	0.00	0.04	0.17
kraken:taxid|948535	15217	0.01	0.17	0.17
kraken:taxid|9489	16569	0.01	0.10	0.41
kraken:taxid|94908	16463	0.06	1.17	0.41
kraken:taxid|94919	16601	0.00	0.05	0.21
kraken:taxid|95193	15409	0.01	0.29	0.18
kraken:taxid|9523	16555	0.01	0.18	0.20
kraken:taxid|9534	16389	0.05	0.57	0.66
kraken:taxid|9546	16586	0.01	0.14	0.20
kraken:taxid|95501	16977	0.00	0.04	0.18
kraken:taxid|9551	16542	0.01	0.07	0.54
kraken:taxid|9568	16547	0.00	0.09	0.19
kraken:taxid|95742	41763	0.09	0.81	2.31
kraken:taxid|9579	16500	0.09	1.40	0.58
kraken:taxid|9589	16502	0.01	0.09	0.78
kraken:taxid|9590	16516	0.01	0.14	0.62
kraken:taxid|95912	17112	0.00	0.04	0.20
kraken:taxid|9593	16364	0.09	0.81	1.77
kraken:taxid|9595	16412	0.06	0.64	1.34
kraken:taxid|9597	16563	0.06	0.37	2.59
kraken:taxid|9598	16554	0.33	2.35	3.40
kraken:taxid|9600	16389	0.04	0.42	0.72
kraken:taxid|9601	16499	0.00	0.04	0.19
kraken:taxid|9606	16569	27.68	18.76	97.47
kraken:taxid|96390	69476	0.02	0.59	0.23
kraken:taxid|96477	56574	0.15	1.58	1.45
kraken:taxid|96551	16868	0.00	0.07	0.12
kraken:taxid|96586	43967	0.09	1.19	1.38
kraken:taxid|9662	16442	0.01	0.18	0.20
kraken:taxid|9666	16504	0.00	0.04	0.19
kraken:taxid|9680	17159	0.00	0.04	0.15
kraken:taxid|97097	17773	0.01	0.10	0.43
kraken:taxid|97170	1174803	0.00	0.05	0.01
kraken:taxid|9755	16428	0.01	0.21	0.36
kraken:taxid|9767	16417	0.10	1.78	0.31
kraken:taxid|9771	16402	0.00	0.04	0.18
kraken:taxid|9778	16882	0.05	0.69	0.56
kraken:taxid|97993	288122	0.00	0.02	0.04
kraken:taxid|980011	197167	0.39	26.35	0.03
kraken:taxid|981085	362069	0.00	0.07	0.11
kraken:taxid|981110	15409	0.01	0.12	0.17
kraken:taxid|981350	35683	0.00	0.03	0.07
kraken:taxid|9823	16613	0.01	0.17	0.73
kraken:taxid|9825	16770	0.07	0.45	2.34
kraken:taxid|98299	16182	0.00	0.04	0.16
kraken:taxid|98308	21691	0.05	1.11	0.32
kraken:taxid|98342	60694	406.44	17040.89	0.61
kraken:taxid|984962	114193	0.01	0.82	0.10
kraken:taxid|9858	16358	0.01	0.07	0.53
kraken:taxid|986098	16841	0.21	3.36	0.39
kraken:taxid|986946	29100	0.08	0.68	3.93
kraken:taxid|987964	15400	0.00	0.04	0.19
kraken:taxid|98807	16552	0.00	0.04	0.18
kraken:taxid|98823	16638	0.00	0.04	0.17
kraken:taxid|98964	16779	0.01	0.20	0.55
kraken:taxid|99037	235178	0.00	0.04	0.05
kraken:taxid|991123	779106	0.00	0.15	0.13
kraken:taxid|992350	15365	0.67	14.48	1.77
kraken:taxid|99300	545329	0.00	0.06	0.01
kraken:taxid|993091	27198	0.01	0.16	0.11
kraken:taxid|993092	41488	0.00	0.08	0.07
kraken:taxid|993330	15972	0.00	0.08	0.16
kraken:taxid|99575	15311	0.01	0.11	0.35
kraken:taxid|99772	15704	0.02	0.39	0.22
kraken:taxid|99882	16780	0.00	0.07	0.43
kraken:taxid|99884	16450	0.04	0.86	0.41
kraken:taxid|99896	31841	0.16	3.96	0.89
