rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01016139.1	1	321	0	0	0	0	0	0
VYXB01016140.1	1	321	0	0	0	0	0	0
VYXB01016144.1	1	322	0	0	0	0	0	0
VYXB01016146.1	1	321	0	0	0	0	0	0
VYXB01016147.1	1	322	0	0	0	0	0	0
VYXB01016150.1	1	322	0	0	0	0	0	0
VYXB01016156.1	1	322	0	0	0	0	0	0
VYXB01016160.1	1	322	0	0	0	0	0	0
VYXB01016161.1	1	322	0	0	0	0	0	0
VYXB01016166.1	1	322	0	0	0	0	0	0
VYXB01016167.1	1	322	0	0	0	0	0	0
VYXB01016168.1	1	322	0	0	0	0	0	0
VYXB01016174.1	1	322	0	0	0	0	0	0
VYXB01016175.1	1	323	0	0	0	0	0	0
VYXB01016178.1	1	322	0	0	0	0	0	0
VYXB01016179.1	1	323	0	0	0	0	0	0
VYXB01016182.1	1	323	0	0	0	0	0	0
VYXB01016183.1	1	323	0	0	0	0	0	0
VYXB01016184.1	1	323	0	0	0	0	0	0
VYXB01016187.1	1	323	0	0	0	0	0	0
VYXB01016189.1	1	323	0	0	0	0	0	0
VYXB01016190.1	1	323	0	0	0	0	0	0
VYXB01016191.1	1	323	0	0	0	0	0	0
VYXB01016203.1	1	324	0	0	0	0	0	0
VYXB01016205.1	1	324	0	0	0	0	0	0
VYXB01016206.1	1	324	0	0	0	0	0	0
VYXB01016208.1	1	324	0	0	0	0	0	0
VYXB01016210.1	1	324	0	0	0	0	0	0
VYXB01016212.1	1	324	0	0	0	0	0	0
VYXB01016213.1	1	324	0	0	0	0	0	0
VYXB01016214.1	1	324	0	0	0	0	0	0
VYXB01016216.1	1	324	0	0	0	0	0	0
VYXB01016217.1	1	324	0	0	0	0	0	0
VYXB01016222.1	1	325	0	0	0	0	0	0
VYXB01016225.1	1	324	0	0	0	0	0	0
VYXB01016227.1	1	325	0	0	0	0	0	0
VYXB01016230.1	1	325	0	0	0	0	0	0
VYXB01016231.1	1	325	0	0	0	0	0	0
VYXB01016232.1	1	325	0	0	0	0	0	0
VYXB01016233.1	1	325	0	0	0	0	0	0
VYXB01016234.1	1	325	0	0	0	0	0	0
VYXB01016235.1	1	325	0	0	0	0	0	0
VYXB01016238.1	1	325	0	0	0	0	0	0
VYXB01016239.1	1	325	0	0	0	0	0	0
VYXB01016241.1	1	325	0	0	0	0	0	0
VYXB01016242.1	1	325	0	0	0	0	0	0
VYXB01016243.1	1	326	0	0	0	0	0	0
VYXB01016244.1	1	326	0	0	0	0	0	0
VYXB01016247.1	1	326	0	0	0	0	0	0
VYXB01016259.1	1	326	0	0	0	0	0	0
VYXB01016261.1	1	326	0	0	0	0	0	0
VYXB01016265.1	1	326	0	0	0	0	0	0
VYXB01016266.1	1	326	0	0	0	0	0	0
VYXB01016270.1	1	326	0	0	0	0	0	0
VYXB01016271.1	1	327	0	0	0	0	0	0
VYXB01016273.1	1	327	0	0	0	0	0	0
VYXB01016275.1	1	327	0	0	0	0	0	0
VYXB01016277.1	1	327	0	0	0	0	0	0
VYXB01016278.1	1	327	0	0	0	0	0	0
VYXB01016279.1	1	327	0	0	0	0	0	0
VYXB01016282.1	1	327	0	0	0	0	0	0
VYXB01016283.1	1	327	0	0	0	0	0	0
VYXB01016285.1	1	327	0	0	0	0	0	0
VYXB01016286.1	1	327	0	0	0	0	0	0
VYXB01016287.1	1	327	0	0	0	0	0	0
VYXB01016288.1	1	327	0	0	0	0	0	0
VYXB01016291.1	1	327	0	0	0	0	0	0
VYXB01016294.1	1	328	0	0	0	0	0	0
VYXB01016295.1	1	328	0	0	0	0	0	0
VYXB01016302.1	1	328	0	0	0	0	0	0
VYXB01016303.1	1	328	0	0	0	0	0	0
VYXB01016304.1	1	328	0	0	0	0	0	0
VYXB01016306.1	1	328	0	0	0	0	0	0
VYXB01016312.1	1	328	0	0	0	0	0	0
VYXB01016313.1	1	328	0	0	0	0	0	0
VYXB01016314.1	1	328	0	0	0	0	0	0
VYXB01016315.1	1	328	0	0	0	0	0	0
VYXB01016316.1	1	328	0	0	0	0	0	0
VYXB01016317.1	1	328	0	0	0	0	0	0
VYXB01016319.1	1	329	0	0	0	0	0	0
VYXB01016320.1	1	328	0	0	0	0	0	0
VYXB01016327.1	1	329	0	0	0	0	0	0
VYXB01016330.1	1	329	0	0	0	0	0	0
VYXB01016331.1	1	329	0	0	0	0	0	0
VYXB01016332.1	1	329	0	0	0	0	0	0
VYXB01016333.1	1	329	0	0	0	0	0	0
VYXB01016334.1	1	329	0	0	0	0	0	0
VYXB01016337.1	1	329	0	0	0	0	0	0
VYXB01016339.1	1	329	0	0	0	0	0	0
VYXB01016340.1	1	329	0	0	0	0	0	0
VYXB01016343.1	1	329	0	0	0	0	0	0
VYXB01016349.1	1	329	0	0	0	0	0	0
VYXB01016350.1	1	329	0	0	0	0	0	0
VYXB01016351.1	1	329	0	0	0	0	0	0
VYXB01016352.1	1	329	0	0	0	0	0	0
VYXB01016354.1	1	329	0	0	0	0	0	0
VYXB01016356.1	1	330	0	0	0	0	0	0
VYXB01016357.1	1	330	0	0	0	0	0	0
VYXB01016359.1	1	330	0	0	0	0	0	0
VYXB01016360.1	1	330	0	0	0	0	0	0
VYXB01016362.1	1	330	0	0	0	0	0	0
VYXB01016363.1	1	330	0	0	0	0	0	0
VYXB01016364.1	1	330	0	0	0	0	0	0
VYXB01016366.1	1	330	0	0	0	0	0	0
VYXB01016376.1	1	331	0	0	0	0	0	0
VYXB01016377.1	1	331	0	0	0	0	0	0
VYXB01016378.1	1	331	0	0	0	0	0	0
VYXB01016379.1	1	331	0	0	0	0	0	0
VYXB01016383.1	1	331	0	0	0	0	0	0
VYXB01016386.1	1	331	0	0	0	0	0	0
VYXB01016389.1	1	331	0	0	0	0	0	0
VYXB01016390.1	1	331	0	0	0	0	0	0
VYXB01016392.1	1	331	0	0	0	0	0	0
VYXB01016393.1	1	331	0	0	0	0	0	0
VYXB01016394.1	1	331	0	0	0	0	0	0
VYXB01016395.1	1	331	0	0	0	0	0	0
VYXB01016397.1	1	332	0	0	0	0	0	0
VYXB01016398.1	1	332	0	0	0	0	0	0
VYXB01016400.1	1	332	0	0	0	0	0	0
VYXB01016401.1	1	332	0	0	0	0	0	0
VYXB01016404.1	1	332	0	0	0	0	0	0
VYXB01016405.1	1	332	0	0	0	0	0	0
VYXB01016406.1	1	332	0	0	0	0	0	0
VYXB01016407.1	1	332	0	0	0	0	0	0
VYXB01016408.1	1	332	0	0	0	0	0	0
VYXB01016410.1	1	332	0	0	0	0	0	0
VYXB01016411.1	1	332	0	0	0	0	0	0
VYXB01016412.1	1	332	0	0	0	0	0	0
VYXB01016413.1	1	332	0	0	0	0	0	0
VYXB01016414.1	1	332	0	0	0	0	0	0
VYXB01016416.1	1	332	0	0	0	0	0	0
VYXB01016417.1	1	332	0	0	0	0	0	0
VYXB01016418.1	1	332	0	0	0	0	0	0
VYXB01016419.1	1	332	0	0	0	0	0	0
VYXB01016420.1	1	333	0	0	0	0	0	0
VYXB01016421.1	1	333	0	0	0	0	0	0
VYXB01016423.1	1	333	0	0	0	0	0	0
VYXB01016432.1	1	333	0	0	0	0	0	0
VYXB01016434.1	1	333	0	0	0	0	0	0
VYXB01016435.1	1	333	0	0	0	0	0	0
VYXB01016438.1	1	333	0	0	0	0	0	0
VYXB01016440.1	1	334	0	0	0	0	0	0
VYXB01016442.1	1	334	0	0	0	0	0	0
VYXB01016443.1	1	334	0	0	0	0	0	0
VYXB01016445.1	1	334	0	0	0	0	0	0
VYXB01016446.1	1	334	0	0	0	0	0	0
VYXB01016450.1	1	334	0	0	0	0	0	0
VYXB01016455.1	1	334	0	0	0	0	0	0
VYXB01016457.1	1	334	0	0	0	0	0	0
VYXB01016459.1	1	334	0	0	0	0	0	0
VYXB01016460.1	1	334	0	0	0	0	0	0
VYXB01016468.1	1	335	0	0	0	0	0	0
VYXB01016469.1	1	335	0	0	0	0	0	0
VYXB01016470.1	1	335	0	0	0	0	0	0
VYXB01016475.1	1	335	0	0	0	0	0	0
VYXB01016477.1	1	335	0	0	0	0	0	0
VYXB01016478.1	1	335	0	0	0	0	0	0
VYXB01016479.1	1	335	0	0	0	0	0	0
VYXB01016482.1	1	335	0	0	0	0	0	0
VYXB01016483.1	1	335	0	0	0	0	0	0
VYXB01016486.1	1	335	0	0	0	0	0	0
VYXB01016488.1	1	335	0	0	0	0	0	0
VYXB01016490.1	1	335	0	0	0	0	0	0
VYXB01016491.1	1	335	0	0	0	0	0	0
VYXB01016492.1	1	335	0	0	0	0	0	0
VYXB01016500.1	1	336	0	0	0	0	0	0
VYXB01016501.1	1	336	0	0	0	0	0	0
VYXB01016510.1	1	336	0	0	0	0	0	0
VYXB01016514.1	1	336	0	0	0	0	0	0
VYXB01016515.1	1	336	0	0	0	0	0	0
VYXB01016516.1	1	336	0	0	0	0	0	0
VYXB01016520.1	1	336	0	0	0	0	0	0
VYXB01016521.1	1	336	0	0	0	0	0	0
VYXB01016522.1	1	336	0	0	0	0	0	0
VYXB01016525.1	1	337	0	0	0	0	0	0
VYXB01016528.1	1	337	0	0	0	0	0	0
VYXB01016530.1	1	337	0	0	0	0	0	0
VYXB01016531.1	1	337	0	0	0	0	0	0
VYXB01016532.1	1	337	0	0	0	0	0	0
VYXB01016534.1	1	337	0	0	0	0	0	0
VYXB01016538.1	1	337	0	0	0	0	0	0
VYXB01016541.1	1	337	0	0	0	0	0	0
VYXB01016543.1	1	337	0	0	0	0	0	0
VYXB01016544.1	1	337	0	0	0	0	0	0
VYXB01016545.1	1	337	0	0	0	0	0	0
VYXB01016546.1	1	337	0	0	0	0	0	0
VYXB01016550.1	1	337	0	0	0	0	0	0
VYXB01016552.1	1	337	0	0	0	0	0	0
VYXB01016554.1	1	338	0	0	0	0	0	0
VYXB01016556.1	1	338	0	0	0	0	0	0
VYXB01016562.1	1	338	0	0	0	0	0	0
VYXB01016564.1	1	338	0	0	0	0	0	0
VYXB01016566.1	1	338	0	0	0	0	0	0
VYXB01016567.1	1	338	0	0	0	0	0	0
VYXB01016573.1	1	338	0	0	0	0	0	0
VYXB01016575.1	1	338	0	0	0	0	0	0
VYXB01016576.1	1	339	0	0	0	0	0	0
VYXB01016577.1	1	339	0	0	0	0	0	0
VYXB01016578.1	1	339	0	0	0	0	0	0
VYXB01016579.1	1	339	0	0	0	0	0	0
VYXB01016580.1	1	339	0	0	0	0	0	0
VYXB01016581.1	1	339	0	0	0	0	0	0
VYXB01016582.1	1	338	0	0	0	0	0	0
VYXB01016583.1	1	339	0	0	0	0	0	0
VYXB01016585.1	1	339	0	0	0	0	0	0
VYXB01016586.1	1	339	0	0	0	0	0	0
VYXB01016588.1	1	339	0	0	0	0	0	0
VYXB01016590.1	1	339	0	0	0	0	0	0
VYXB01016594.1	1	339	0	0	0	0	0	0
VYXB01016595.1	1	339	0	0	0	0	0	0
VYXB01016597.1	1	339	0	0	0	0	0	0
VYXB01016608.1	1	339	0	0	0	0	0	0
VYXB01016609.1	1	339	0	0	0	0	0	0
VYXB01016610.1	1	339	0	0	0	0	0	0
VYXB01016613.1	1	339	0	0	0	0	0	0
VYXB01016615.1	1	339	0	0	0	0	0	0
VYXB01016620.1	1	340	0	0	0	0	0	0
VYXB01016621.1	1	340	0	0	0	0	0	0
VYXB01016622.1	1	340	0	0	0	0	0	0
VYXB01016623.1	1	339	0	0	0	0	0	0
VYXB01016626.1	1	340	0	0	0	0	0	0
VYXB01016627.1	1	340	0	0	0	0	0	0
VYXB01016628.1	1	340	0	0	0	0	0	0
VYXB01016634.1	1	340	0	0	0	0	0	0
VYXB01016635.1	1	340	0	0	0	0	0	0
VYXB01016637.1	1	340	0	0	0	0	0	0
VYXB01016641.1	1	340	0	0	0	0	0	0
VYXB01016642.1	1	340	0	0	0	0	0	0
VYXB01016645.1	1	340	0	0	0	0	0	0
VYXB01016646.1	1	340	0	0	0	0	0	0
VYXB01016652.1	1	341	0	0	0	0	0	0
VYXB01016658.1	1	341	0	0	0	0	0	0
VYXB01016660.1	1	341	0	0	0	0	0	0
VYXB01016665.1	1	341	0	0	0	0	0	0
VYXB01016666.1	1	341	0	0	0	0	0	0
VYXB01016672.1	1	342	0	0	0	0	0	0
VYXB01016674.1	1	342	0	0	0	0	0	0
VYXB01016675.1	1	342	0	0	0	0	0	0
VYXB01016676.1	1	342	0	0	0	0	0	0
VYXB01016677.1	1	342	0	0	0	0	0	0
VYXB01016678.1	1	342	0	0	0	0	0	0
VYXB01016682.1	1	342	0	0	0	0	0	0
VYXB01016683.1	1	342	0	0	0	0	0	0
VYXB01016686.1	1	342	0	0	0	0	0	0
VYXB01016688.1	1	342	0	0	0	0	0	0
VYXB01016690.1	1	342	0	0	0	0	0	0
VYXB01016693.1	1	343	0	0	0	0	0	0
VYXB01016696.1	1	343	0	0	0	0	0	0
VYXB01016697.1	1	343	0	0	0	0	0	0
VYXB01016699.1	1	343	0	0	0	0	0	0
VYXB01016700.1	1	343	0	0	0	0	0	0
VYXB01016701.1	1	343	0	0	0	0	0	0
VYXB01016703.1	1	343	0	0	0	0	0	0
VYXB01016705.1	1	343	0	0	0	0	0	0
VYXB01016706.1	1	343	0	0	0	0	0	0
VYXB01016707.1	1	343	0	0	0	0	0	0
VYXB01016709.1	1	343	0	0	0	0	0	0
VYXB01016714.1	1	344	0	0	0	0	0	0
VYXB01016715.1	1	344	0	0	0	0	0	0
VYXB01016716.1	1	344	0	0	0	0	0	0
VYXB01016719.1	1	344	0	0	0	0	0	0
VYXB01016722.1	1	344	0	0	0	0	0	0
VYXB01016726.1	1	344	0	0	0	0	0	0
VYXB01016729.1	1	344	0	0	0	0	0	0
VYXB01016730.1	1	344	0	0	0	0	0	0
VYXB01016734.1	1	344	0	0	0	0	0	0
VYXB01016736.1	1	344	0	0	0	0	0	0
VYXB01016739.1	1	343	0	0	0	0	0	0
VYXB01016742.1	1	344	0	0	0	0	0	0
VYXB01016746.1	1	345	0	0	0	0	0	0
VYXB01016747.1	1	344	0	0	0	0	0	0
VYXB01016749.1	1	344	0	0	0	0	0	0
VYXB01016750.1	1	345	0	0	0	0	0	0
VYXB01016752.1	1	345	0	0	0	0	0	0
VYXB01016753.1	1	345	0	0	0	0	0	0
VYXB01016755.1	1	345	0	0	0	0	0	0
VYXB01016756.1	1	345	0	0	0	0	0	0
VYXB01016761.1	1	345	0	0	0	0	0	0
VYXB01016763.1	1	345	0	0	0	0	0	0
VYXB01016769.1	1	345	0	0	0	0	0	0
VYXB01016770.1	1	345	0	0	0	0	0	0
VYXB01016777.1	1	346	0	0	0	0	0	0
VYXB01016778.1	1	346	0	0	0	0	0	0
VYXB01016779.1	1	346	0	0	0	0	0	0
VYXB01016781.1	1	346	0	0	0	0	0	0
VYXB01016782.1	1	346	0	0	0	0	0	0
VYXB01016786.1	1	346	0	0	0	0	0	0
VYXB01016787.1	1	346	0	0	0	0	0	0
VYXB01016788.1	1	346	0	0	0	0	0	0
VYXB01016789.1	1	347	0	0	0	0	0	0
VYXB01016790.1	1	346	0	0	0	0	0	0
VYXB01016792.1	1	346	0	0	0	0	0	0
VYXB01016797.1	1	347	0	0	0	0	0	0
VYXB01016798.1	1	347	0	0	0	0	0	0
VYXB01016801.1	1	347	0	0	0	0	0	0
VYXB01016804.1	1	347	0	0	0	0	0	0
VYXB01016806.1	1	347	0	0	0	0	0	0
VYXB01016807.1	1	347	0	0	0	0	0	0
VYXB01016808.1	1	347	0	0	0	0	0	0
VYXB01016809.1	1	347	0	0	0	0	0	0
VYXB01016810.1	1	347	0	0	0	0	0	0
VYXB01016811.1	1	347	0	0	0	0	0	0
VYXB01016812.1	1	347	0	0	0	0	0	0
VYXB01016813.1	1	348	0	0	0	0	0	0
VYXB01016817.1	1	348	0	0	0	0	0	0
VYXB01016824.1	1	348	0	0	0	0	0	0
VYXB01016825.1	1	348	0	0	0	0	0	0
VYXB01016828.1	1	348	0	0	0	0	0	0
VYXB01016832.1	1	348	0	0	0	0	0	0
VYXB01016834.1	1	348	0	0	0	0	0	0
VYXB01016836.1	1	348	0	0	0	0	0	0
VYXB01016838.1	1	348	0	0	0	0	0	0
VYXB01016839.1	1	349	0	0	0	0	0	0
VYXB01016841.1	1	349	0	0	0	0	0	0
VYXB01016846.1	1	349	0	0	0	0	0	0
VYXB01016849.1	1	349	0	0	0	0	0	0
VYXB01016850.1	1	349	0	0	0	0	0	0
VYXB01016852.1	1	349	0	0	0	0	0	0
VYXB01016853.1	1	349	0	0	0	0	0	0
VYXB01016854.1	1	349	0	0	0	0	0	0
VYXB01016855.1	1	349	0	0	0	0	0	0
VYXB01016856.1	1	349	0	0	0	0	0	0
VYXB01016858.1	1	349	0	0	0	0	0	0
VYXB01016860.1	1	349	0	0	0	0	0	0
VYXB01016862.1	1	349	0	0	0	0	0	0
VYXB01016866.1	1	349	0	0	0	0	0	0
VYXB01016867.1	1	349	0	0	0	0	0	0
VYXB01016868.1	1	349	0	0	0	0	0	0
VYXB01016870.1	1	349	0	0	0	0	0	0
VYXB01016871.1	1	349	0	0	0	0	0	0
VYXB01016876.1	1	349	0	0	0	0	0	0
VYXB01016879.1	1	350	0	0	0	0	0	0
VYXB01016880.1	1	350	0	0	0	0	0	0
VYXB01016886.1	1	350	0	0	0	0	0	0
VYXB01016890.1	1	350	0	0	0	0	0	0
VYXB01016891.1	1	350	0	0	0	0	0	0
VYXB01016895.1	1	350	0	0	0	0	0	0
VYXB01016899.1	1	349	0	0	0	0	0	0
VYXB01016901.1	1	350	0	0	0	0	0	0
VYXB01016903.1	1	351	0	0	0	0	0	0
VYXB01016905.1	1	351	0	0	0	0	0	0
VYXB01016907.1	1	351	0	0	0	0	0	0
VYXB01016911.1	1	351	0	0	0	0	0	0
VYXB01016913.1	1	351	0	0	0	0	0	0
VYXB01016914.1	1	351	0	0	0	0	0	0
VYXB01016916.1	1	351	0	0	0	0	0	0
VYXB01016917.1	1	351	0	0	0	0	0	0
VYXB01016921.1	1	351	0	0	0	0	0	0
VYXB01016922.1	1	351	0	0	0	0	0	0
VYXB01016930.1	1	352	0	0	0	0	0	0
VYXB01016931.1	1	352	0	0	0	0	0	0
VYXB01016932.1	1	352	0	0	0	0	0	0
VYXB01016933.1	1	352	0	0	0	0	0	0
VYXB01016935.1	1	352	0	0	0	0	0	0
VYXB01016936.1	1	352	0	0	0	0	0	0
VYXB01016940.1	1	352	0	0	0	0	0	0
VYXB01016947.1	1	353	0	0	0	0	0	0
VYXB01016949.1	1	353	0	0	0	0	0	0
VYXB01016954.1	1	353	0	0	0	0	0	0
VYXB01016955.1	1	353	0	0	0	0	0	0
VYXB01016956.1	1	352	0	0	0	0	0	0
VYXB01016957.1	1	353	0	0	0	0	0	0
VYXB01016958.1	1	353	0	0	0	0	0	0
VYXB01016959.1	1	353	0	0	0	0	0	0
VYXB01016961.1	1	353	0	0	0	0	0	0
VYXB01016962.1	1	353	0	0	0	0	0	0
VYXB01016965.1	1	353	0	0	0	0	0	0
VYXB01016966.1	1	353	0	0	0	0	0	0
VYXB01016968.1	1	353	0	0	0	0	0	0
VYXB01016969.1	1	353	0	0	0	0	0	0
VYXB01016971.1	1	354	0	0	0	0	0	0
VYXB01016978.1	1	354	0	0	0	0	0	0
VYXB01016986.1	1	354	0	0	0	0	0	0
VYXB01016987.1	1	354	0	0	0	0	0	0
VYXB01016989.1	1	354	0	0	0	0	0	0
VYXB01016995.1	1	354	0	0	0	0	0	0
VYXB01017000.1	1	354	0	0	0	0	0	0
VYXB01017001.1	1	354	0	0	0	0	0	0
VYXB01017004.1	1	355	0	0	0	0	0	0
VYXB01017013.1	1	355	0	0	0	0	0	0
VYXB01017014.1	1	355	0	0	0	0	0	0
VYXB01017016.1	1	355	0	0	0	0	0	0
VYXB01017017.1	1	355	0	0	0	0	0	0
VYXB01017019.1	1	355	0	0	0	0	0	0
VYXB01017020.1	1	355	0	0	0	0	0	0
VYXB01017022.1	1	355	0	0	0	0	0	0
VYXB01017029.1	1	356	0	0	0	0	0	0
VYXB01017030.1	1	356	0	0	0	0	0	0
VYXB01017032.1	1	356	0	0	0	0	0	0
VYXB01017034.1	1	356	0	0	0	0	0	0
VYXB01017038.1	1	356	0	0	0	0	0	0
VYXB01017039.1	1	356	0	0	0	0	0	0
VYXB01017041.1	1	356	0	0	0	0	0	0
VYXB01017042.1	1	356	0	0	0	0	0	0
VYXB01017044.1	1	356	0	0	0	0	0	0
VYXB01017045.1	1	356	0	0	0	0	0	0
VYXB01017050.1	1	356	0	0	0	0	0	0
VYXB01017052.1	1	357	0	0	0	0	0	0
VYXB01017055.1	1	357	0	0	0	0	0	0
VYXB01017057.1	1	357	0	0	0	0	0	0
VYXB01017059.1	1	357	0	0	0	0	0	0
VYXB01017060.1	1	357	0	0	0	0	0	0
VYXB01017062.1	1	357	0	0	0	0	0	0
VYXB01017064.1	1	357	0	0	0	0	0	0
VYXB01017065.1	1	357	0	0	0	0	0	0
VYXB01017068.1	1	357	0	0	0	0	0	0
VYXB01017070.1	1	357	0	0	0	0	0	0
VYXB01017073.1	1	357	0	0	0	0	0	0
VYXB01017074.1	1	358	0	0	0	0	0	0
VYXB01017077.1	1	358	0	0	0	0	0	0
VYXB01017079.1	1	358	0	0	0	0	0	0
VYXB01017080.1	1	358	0	0	0	0	0	0
VYXB01017083.1	1	358	0	0	0	0	0	0
VYXB01017084.1	1	358	0	0	0	0	0	0
VYXB01017086.1	1	358	0	0	0	0	0	0
VYXB01017088.1	1	358	0	0	0	0	0	0
VYXB01017092.1	1	358	0	0	0	0	0	0
VYXB01017094.1	1	358	0	0	0	0	0	0
VYXB01017097.1	1	358	0	0	0	0	0	0
VYXB01017099.1	1	359	0	0	0	0	0	0
VYXB01017101.1	1	359	0	0	0	0	0	0
VYXB01017102.1	1	359	0	0	0	0	0	0
VYXB01017108.1	1	359	0	0	0	0	0	0
VYXB01017111.1	1	359	0	0	0	0	0	0
VYXB01017112.1	1	359	0	0	0	0	0	0
VYXB01017120.1	1	359	0	0	0	0	0	0
VYXB01017122.1	1	359	0	0	0	0	0	0
VYXB01017125.1	1	359	0	0	0	0	0	0
VYXB01017126.1	1	359	0	0	0	0	0	0
VYXB01017127.1	1	359	0	0	0	0	0	0
VYXB01017128.1	1	359	0	0	0	0	0	0
VYXB01017129.1	1	360	0	0	0	0	0	0
VYXB01017130.1	1	360	0	0	0	0	0	0
VYXB01017141.1	1	360	0	0	0	0	0	0
VYXB01017145.1	1	360	0	0	0	0	0	0
VYXB01017147.1	1	360	0	0	0	0	0	0
VYXB01017151.1	1	360	0	0	0	0	0	0
VYXB01017159.1	1	360	0	0	0	0	0	0
VYXB01017163.1	1	360	0	0	0	0	0	0
VYXB01017171.1	1	361	0	0	0	0	0	0
VYXB01017172.1	1	361	0	0	0	0	0	0
VYXB01017174.1	1	361	0	0	0	0	0	0
VYXB01017176.1	1	361	0	0	0	0	0	0
VYXB01017177.1	1	361	0	0	0	0	0	0
VYXB01017184.1	1	361	0	0	0	0	0	0
VYXB01017185.1	1	361	0	0	0	0	0	0
VYXB01017186.1	1	362	0	0	0	0	0	0
VYXB01017191.1	1	362	0	0	0	0	0	0
VYXB01017192.1	1	361	0	0	0	0	0	0
VYXB01017193.1	1	362	0	0	0	0	0	0
VYXB01017195.1	1	362	0	0	0	0	0	0
VYXB01017196.1	1	362	0	0	0	0	0	0
VYXB01017202.1	1	362	0	0	0	0	0	0
VYXB01017205.1	1	362	0	0	0	0	0	0
VYXB01017207.1	1	362	0	0	0	0	0	0
VYXB01017208.1	1	363	0	0	0	0	0	0
VYXB01017209.1	1	362	0	0	0	0	0	0
VYXB01017214.1	1	362	0	0	0	0	0	0
VYXB01017215.1	1	363	0	0	0	0	0	0
VYXB01017217.1	1	363	0	0	0	0	0	0
VYXB01017218.1	1	363	0	0	0	0	0	0
VYXB01017219.1	1	363	0	0	0	0	0	0
VYXB01017221.1	1	363	0	0	0	0	0	0
VYXB01017223.1	1	363	0	0	0	0	0	0
VYXB01017228.1	1	363	0	0	0	0	0	0
VYXB01017236.1	1	363	0	0	0	0	0	0
VYXB01017237.1	1	363	0	0	0	0	0	0
VYXB01017239.1	1	364	0	0	0	0	0	0
VYXB01017244.1	1	364	0	0	0	0	0	0
VYXB01017245.1	1	364	0	0	0	0	0	0
VYXB01017248.1	1	364	0	0	0	0	0	0
VYXB01017249.1	1	364	0	0	0	0	0	0
VYXB01017250.1	1	364	0	0	0	0	0	0
VYXB01017261.1	1	364	0	0	0	0	0	0
VYXB01017266.1	1	365	0	0	0	0	0	0
VYXB01017268.1	1	365	0	0	0	0	0	0
VYXB01017269.1	1	365	0	0	0	0	0	0
VYXB01017275.1	1	365	0	0	0	0	0	0
VYXB01017279.1	1	365	0	0	0	0	0	0
VYXB01017286.1	1	365	0	0	0	0	0	0
VYXB01017287.1	1	365	0	0	0	0	0	0
VYXB01017290.1	1	366	0	0	0	0	0	0
VYXB01017293.1	1	366	0	0	0	0	0	0
VYXB01017296.1	1	366	0	0	0	0	0	0
VYXB01017297.1	1	366	0	0	0	0	0	0
VYXB01017299.1	1	366	0	0	0	0	0	0
VYXB01017301.1	1	366	0	0	0	0	0	0
VYXB01017302.1	1	366	0	0	0	0	0	0
VYXB01017307.1	1	366	0	0	0	0	0	0
VYXB01017310.1	1	366	0	0	0	0	0	0
VYXB01017311.1	1	366	0	0	0	0	0	0
VYXB01017312.1	1	366	0	0	0	0	0	0
VYXB01017315.1	1	366	0	0	0	0	0	0
VYXB01017317.1	1	367	0	0	0	0	0	0
VYXB01017319.1	1	367	0	0	0	0	0	0
VYXB01017320.1	1	367	0	0	0	0	0	0
VYXB01017323.1	1	367	0	0	0	0	0	0
VYXB01017324.1	1	367	0	0	0	0	0	0
VYXB01017327.1	1	367	0	0	0	0	0	0
VYXB01017330.1	1	367	0	0	0	0	0	0
VYXB01017331.1	1	367	0	0	0	0	0	0
VYXB01017332.1	1	367	0	0	0	0	0	0
VYXB01017333.1	1	367	0	0	0	0	0	0
VYXB01017336.1	1	367	0	0	0	0	0	0
VYXB01017338.1	1	367	0	0	0	0	0	0
VYXB01017344.1	1	367	0	0	0	0	0	0
VYXB01017345.1	1	367	0	0	0	0	0	0
VYXB01017348.1	1	368	0	0	0	0	0	0
VYXB01017350.1	1	368	0	0	0	0	0	0
VYXB01017352.1	1	368	0	0	0	0	0	0
VYXB01017353.1	1	368	0	0	0	0	0	0
VYXB01017356.1	1	368	0	0	0	0	0	0
VYXB01017357.1	1	368	0	0	0	0	0	0
VYXB01017362.1	1	368	0	0	0	0	0	0
VYXB01017372.1	1	368	0	0	0	0	0	0
VYXB01017373.1	1	369	0	0	0	0	0	0
VYXB01017378.1	1	369	0	0	0	0	0	0
VYXB01017380.1	1	369	0	0	0	0	0	0
VYXB01017383.1	1	369	0	0	0	0	0	0
VYXB01017384.1	1	369	0	0	0	0	0	0
VYXB01017387.1	1	369	0	0	0	0	0	0
VYXB01017392.1	1	370	0	0	0	0	0	0
VYXB01017402.1	1	370	0	0	0	0	0	0
VYXB01017403.1	1	370	0	0	0	0	0	0
VYXB01017405.1	1	370	0	0	0	0	0	0
VYXB01017406.1	1	370	0	0	0	0	0	0
VYXB01017407.1	1	370	0	0	0	0	0	0
VYXB01017413.1	1	370	0	0	0	0	0	0
VYXB01017414.1	1	370	0	0	0	0	0	0
VYXB01017419.1	1	371	0	0	0	0	0	0
VYXB01017423.1	1	371	0	0	0	0	0	0
VYXB01017430.1	1	371	0	0	0	0	0	0
VYXB01017433.1	1	371	0	0	0	0	0	0
VYXB01017435.1	1	371	0	0	0	0	0	0
VYXB01017437.1	1	371	0	0	0	0	0	0
VYXB01017442.1	1	371	0	0	0	0	0	0
